ProductNumber,Brand,Name,Rating,Evaluations,Price,Availability,URL,Type,Size(inci)
612031,Dixon,Artisan Ultra Maple Shell Set,,0,26490.00,Available,https://www.thomann.de/ro/dixon_artisan_ultra_maple_shell_set.htm?type=category,seturi,
548594,DW,Lacquer Custom Oak Tangerine,,0,30590.00,Available,https://www.thomann.de/ro/dw_lacquer_custom_oak_tangerine.htm?type=category,seturi,
373753,Gretsch Drums,USA Custom Satin Dark Ebony,5,2,33190.00,Unavailable,https://www.thomann.de/ro/gretsch_drums_usa_custom_satin_dark_ebony.htm?type=category,seturi,
373439,Ludwig,Classic Maple Rock Vintage Wh.,,0,19390.00,Available,https://www.thomann.de/ro/ludwig_classic_maple_rock_vintage_wh.htm?type=category,seturi,
362506,Gretsch Drums,USA Custom Rock - Silver Glass,,0,28090.00,Unavailable,https://www.thomann.de/ro/gretsch_drums_usa_custom_rock_silver_glass.htm?type=category,seturi,
44044380033,"Studio, Yamaha",Yamaha Recording Custom Studio WLN,,0,20590.00,Available,https://www.thomann.de/ro/yamaha_recording_custom_studio_wln.htm?type=category,seturi,
279490,Sonor,SQ2 Shell Set Maple,,0,35690.00,Unavailable,https://www.thomann.de/ro/sonor_sq2_shell_set_maple.htm?type=category,seturi,
607589,Sonor,150th LITE Set #SBI,,0,6640.00,Available,https://www.thomann.de/ro/sonor_150th_lite_set_sbi.htm?type=category,seturi,
492997,Ludwig,Classic Oak Fab 22 Smoke,5,1,18890.00,Available,https://www.thomann.de/ro/ludwig_classic_oak_fab_22_smoke.htm?type=category,seturi,
530089,Ludwig,Classic Maple Downbeat V.White,5,1,17790.00,Available,https://www.thomann.de/ro/ludwig_classic_maple_downbeat_v.white.htm?type=category,seturi,
566929,Pearl,"Masters Map. Pure 20"" 4pc #831",,0,19790.00,On Demand,https://www.thomann.de/ro/pearl_masters_map_pure_20_4pc_831.htm?type=category,seturi,
603196,Gretsch Drums,USA Custom 24 MBG,,0,47490.00,Unavailable,https://www.thomann.de/ro/gretsch_drums_usa_custom_24_mbg.htm?type=category,seturi,
530671,Varus,Morpheus Estepario Shell Set,4.5,2,14290.00,Available,https://www.thomann.de/ro/varus_morpheus_estepario_shell_set.htm?type=category,seturi,
421755,Sonor,SQ2 Set Maple African Marble,5,1,29590.00,Unavailable,https://www.thomann.de/ro/sonor_sq2_set_maple_african_marble.htm?type=category,seturi,
566874,Pearl,"Masters Maple 22"" 4-pc S. #858",,0,21790.00,On Demand,https://www.thomann.de/ro/pearl_masters_maple_22_4_pc_s_858.htm?type=category,seturi,
362508,Gretsch Drums,USA Custom Standard Maple,,0,40390.00,Unavailable,https://www.thomann.de/ro/gretsch_usa_custom_standard_maple.htm?type=category,seturi,
612235,Varus,"Morpheus 20"" Black Kit",,0,18390.00,Available,https://www.thomann.de/ro/varus_morpheus_20_black_kit.htm?type=category,seturi,
607587,Sonor,150th LITE Heritage Set #SBI,,0,6640.00,Available,https://www.thomann.de/ro/sonor_150th_lite_heritage_set_sbi.htm?type=category,seturi,
626044,Sonor,150th Craftsmen's Set #AFM,,0,40790.00,Unavailable,https://www.thomann.de/ro/sonor_150th_craftsmens_set_afm.htm?type=category,seturi,
471398,DW,Satin Oil Set Regal Blue Gold,5,3,40790.00,Unavailable,https://www.thomann.de/ro/dw_satin_oil_set_regal_blue_gold.htm?type=category,seturi,
518908,Sonor,SQ2 Set 2up2down Deep Black,,0,33190.00,Unavailable,https://www.thomann.de/ro/sonor_sq2_set_2up2down_deep_black.htm?type=category,seturi,
295879,DW,Finish Ply Grey Marine SSC+,5,1,27590.00,Available,https://www.thomann.de/ro/dw_finish_ply_grey_marine_ssc.htm?type=category,seturi,
389778,DW,Finish Ply Emerald Onyx MM,,0,27090.00,Available,https://www.thomann.de/ro/dw_finish_ply_emerald_onyx_mm.htm?type=category,seturi,
237281,Asian Sound,Tamtam SGL-37 P,4.5,2,739.00,On Demand,https://www.thomann.de/ro/asian_sound_tamtam_sgl_37_p.htm?type=category,gong,
237250,Asian Sound,Tamtam T-30 P,5,3,499.00,Unavailable,https://www.thomann.de/ro/asian_sound_tamtam_t_30_p.htm?type=category,gong,
552391,Thomann,"Tam Gong 56"" ES",,0,15290.00,Available,https://www.thomann.de/ro/thomann_tam_gong_56_es.htm?type=category,gong,
237287,Asian Sound,Tamtam SGL-65 P,,0,2799.00,Available,https://www.thomann.de/ro/asian_sound_tamtam_sgl_65_p.htm?type=category,gong,
237290,Asian Sound,Tamtam TT-15 P,3.5,4,179.00,On Demand,https://www.thomann.de/ro/asian_sound_tamtam_tt_15_p.htm?type=category,gong,
237294,Asian Sound,Tamtam TT-25 P,4,1,249.00,Unavailable,https://www.thomann.de/ro/asian_sound_tamtam_tt_25_p.htm?type=category,gong,
552382,Thomann,"Tam Gong 34"" ES",,0,2699.00,Available,https://www.thomann.de/ro/thomann_tam_gong_34_es.htm?type=category,gong,
552860,Thomann,"Tam Gong 36"" Tree of Life",4.5,2,3555.00,Available,https://www.thomann.de/ro/thomann_tam_gong_36_tree_of_life.htm?type=category,gong,
552379,Thomann,"Tam Gong 30"" ES",,0,2269.00,Available,https://www.thomann.de/ro/thomann_tam_gong_30_es.htm?type=category,gong,
552870,Thomann,"Tam Gong 40"" Flower of Life",5,2,4555.00,Available,https://www.thomann.de/ro/thomann_tam_gong_40_flower_of_life.htm?type=category,gong,
552388,Thomann,"Tam Gong 48"" ES",,0,7099.00,Available,https://www.thomann.de/ro/thomann_tam_gong_48_es.htm?type=category,gong,
237300,Asian Sound,Tamtam TT-50 P,4.3,4,999.00,On Demand,https://www.thomann.de/ro/asian_sound_tamtam_tt_50_p.htm?type=category,gong,
552385,Thomann,"Tam Gong 40"" ES",,0,4333.00,Available,https://www.thomann.de/ro/thomann_tam_gong_40_es.htm?type=category,gong,
237256,Asian Sound,Tamtam T-45 P,5,2,1069.00,On Demand,https://www.thomann.de/ro/asian_sound_tamtam_t_45_p.htm?type=category,gong,
552863,Thomann,"Tam Gong 40"" Tree of Life",4,1,4555.00,Available,https://www.thomann.de/ro/thomann_tam_gong_40_tree_of_life.htm?type=category,gong,
237302,Asian Sound,Tamtam TT-55 P,,0,1111.00,Available,https://www.thomann.de/ro/asian_sound_tamtam_tt_55_p.htm?type=category,gong,
237298,Asian Sound,Tamtam TT-40 P,5,1,659.00,On Demand,https://www.thomann.de/ro/asian_sound_tamtam_tt_40_p.htm?type=category,gong,
237249,Asian Sound,Tamtam T-25 P,4.5,2,317.00,On Demand,https://www.thomann.de/ro/asian_sound_tamtam_t_25_p.htm?type=category,gong,
238752,Thomann,Wuhan Tam Tam 120,5,2,10190.00,Available,https://www.thomann.de/ro/thomann_wuhan_tam_tam_120.htm?type=category,gong,
237258,Asian Sound,Tamtam T-50 P,4,1,1555.00,On Demand,https://www.thomann.de/ro/asian_sound_tamtam_t_50_p.htm?type=category,gong,
238757,Thomann,Wuhan Tam Tam 140,5,1,20390.00,Available,https://www.thomann.de/ro/thomann_wuhan_tam_tam_140.htm?type=category,gong,
238791,Thomann,Wind Gong 130,,0,12690.00,Available,https://www.thomann.de/ro/thomann_wind_gong_130.htm?type=category,gong,
238755,Thomann,Wuhan Tam Tam 130,5,1,14290.00,Available,https://www.thomann.de/ro/thomann_wuhan_tam_tam_130.htm?type=category,gong,
237299,Asian Sound,Tamtam TT-45 P,5,2,799.00,Available,https://www.thomann.de/ro/asian_sound_tamtam_tt_45_p.htm?type=category,gong,
552383,Thomann,"Tam Gong 36"" ES",5,1,3058.00,Available,https://www.thomann.de/ro/thomann_tam_gong_36_es.htm?type=category,gong,
552384,Thomann,"Tam Gong 38"" ES",5,1,3799.00,Unavailable,https://www.thomann.de/ro/thomann_tam_gong_38_es.htm?type=category,gong,
236039,Asian Sound,Chin. Opera Gong Jing Luo,4.9,7,373.00,On Demand,https://www.thomann.de/ro/asian_sound_chin_opera_gong_jing_luo.htm?type=category,gong,
552381,Thomann,"Tam Gong 32"" ES",,0,2268.00,Available,https://www.thomann.de/ro/thomann_tam_gong_32_es.htm?type=category,gong,
237312,Asian Sound,Tamtam BSL,5,6,352.00,Unavailable,https://www.thomann.de/ro/asian_sound_tamtam_bsl.htm?type=category,gong,
552376,Thomann,"Tam Gong 26"" ES",,0,1425.00,Available,https://www.thomann.de/ro/thomann_tam_gong_26_es.htm?type=category,gong,
552868,Thomann,"Tam Gong 36"" Flower of Life",5,1,3399.00,Available,https://www.thomann.de/ro/thomann_tam_gong_36_flower_of_life.htm?type=category,gong,
552374,Thomann,"Tam Gong 22"" ES",,0,915.00,Available,https://www.thomann.de/ro/thomann_tam_gong_22_es.htm?type=category,gong,
238730,Thomann,Wuhan Tam Tam 95,4.9,12,5099.00,Available,https://www.thomann.de/ro/thomann_wuhan_tam_tam_95.htm?type=category,gong,
514077,DrumCraft,Series 4 2up 2down Set CB,,0,4699.00,Available,https://www.thomann.de/ro/drumcraft_series_4_rock_set_cb.htm?type=category,seturi,
578823,Ludwig,Accent Fuse 5pc Blue,,0,2499.00,Available,https://www.thomann.de/ro/ludwig_accent_fuse_5pc_blue.htm?type=category,seturi,
365991,"Studio, Yamaha",Yamaha Stage Custom Studio Set HA,5,7,6190.00,Available,https://www.thomann.de/ro/yamaha_stage_custom_studio_set_ha.htm?type=category,seturi,
431570,"Sonor, Studio",Sonor AQ1 Studio Set Piano Black,4.8,5,6599.00,Available,https://www.thomann.de/ro/sonor_aq1_studio_set_piano_black.htm?type=category,seturi,
514051,DrumCraft,Series 4 Standard Set CB,5,1,3899.00,Available,https://www.thomann.de/ro/drumcraft_series_4_standard_set_cb.htm?type=category,seturi,
514055,DrumCraft,Series 4 Standard Set SGF,,0,4090.00,Available,https://www.thomann.de/ro/drumcraft_series_4_standard_set_sgf.htm?type=category,seturi,
578827,Ludwig,Accent Drive 5pc Black,4,1,2499.00,Available,https://www.thomann.de/ro/ludwig_accent_drive_5pc_black.htm?type=category,seturi,
538468,DrumCraft,Series 4 Standard Bundle SGF,,0,6099.00,Available,https://www.thomann.de/ro/drumcraft_series_4_standard_bundle_sgf.htm?type=category,seturi,
365980,Yamaha,Stage Custom Standard Set -CR,5,4,6190.00,Available,https://www.thomann.de/ro/yamaha_stage_custom_standard_set_cr.htm?type=category,seturi,
332855,"Studio, Yamaha",Yamaha Stage Custom Studio -RB Bundle,,0,6499.00,Available,https://www.thomann.de/ro/yamaha_stage_custom_studio_rb_bundle.htm?type=category,seturi,
509660,Millenium,Focus 22 Drum Bundle Red,,0,2190.00,Available,https://www.thomann.de/ro/millenium_focus_22_drum_bundle_red.htm?type=category,seturi,
409379,"Studio, Yamaha",Yamaha Rydeen Studio Burgundy Glitter,4.9,7,4290.00,Available,https://www.thomann.de/ro/yamaha_rydeen_studio_burgundy_glitter.htm?type=category,seturi,
409371,Yamaha,Rydeen Standard Burgundy Gl.,4.7,3,4499.00,Available,https://www.thomann.de/ro/yamaha_rydeen_standard_burgundy_gl.htm?type=category,seturi,
409383,"Studio, Yamaha",Yamaha Rydeen Studio Mellow Yellow,4,1,4290.00,Available,https://www.thomann.de/ro/yamaha_rydeen_studio_mellow_yellow.htm?type=category,seturi,
509654,Millenium,Focus 20 Drum Bundle Black,,0,2190.00,Available,https://www.thomann.de/ro/millenium_focus_20_drum_bundle_black.htm?type=category,seturi,
586742,Yamaha,Rydeen Standard Pale Blue,4.7,3,4499.00,Available,https://www.thomann.de/ro/yamaha_rydeen_standard_pale_blue.htm?type=category,seturi,
509664,Millenium,Focus 18 Drum Bundle Red,,0,2039.00,Available,https://www.thomann.de/ro/millenium_focus_18_drum_bundle_red.htm?type=category,seturi,
332838,Yamaha,Stage Custom Stand. CR- Bundle,,0,6699.00,Available,https://www.thomann.de/ro/yamaha_stage_custom_stand._cr_bundle.htm?type=category,seturi,
495983,Millenium,Focus 22 Drum Set White,4.3,17,1555.00,Available,https://www.thomann.de/ro/millenium_focus_22_drum_set_white.htm?type=category,seturi,
574716,"DrumCraft, Studio",DrumCraft Series 3 Studio Impulz TQS,,0,4598.00,Available,https://www.thomann.de/ro/drumcraft_series_3_studio_impulz_tqs.htm?type=category,seturi,
617431,Pearl,"22"" Export Double Bass Set JB",,0,9399.00,Unavailable,https://www.thomann.de/ro/pearl_22_export_double_bass_set_jb.htm?type=category,seturi,
541371,"Startone, Studio",Startone Star Drum Set Studio Bundle BK,,0,1990.00,Available,https://www.thomann.de/ro/startone_star_drum_set_studio_bundle_bk.htm?type=category,seturi,
409377,"Studio, Yamaha",Yamaha Rydeen Studio Black Glitter,4.5,2,4290.00,Available,https://www.thomann.de/ro/yamaha_rydeen_studio_black_glitter.htm?type=category,seturi,
43678473082,Millenium,Hybrid Practice Drum Set RL,,0,2999.00,Unavailable,https://www.thomann.de/ro/millenium_hybrid_practice_drum_set_rl.htm?type=category,seturi,
618139,Mapex,Mars Maple Stage+ KD Bundle,,0,8499.00,Available,https://www.thomann.de/ro/mapex_mars_maple_stage_kd_bundle_set.htm?type=category,seturi,
574718,DrumCraft,Series 3 DB Set RockBeat,,0,6599.00,Available,https://www.thomann.de/ro/drumcraft_series_3_db_set_rockbeat.htm?type=category,seturi,
594110,Mapex,"Comet Pro Pack 18"" Dark Black",,0,3499.00,Available,https://www.thomann.de/ro/mapex_comet_pro_pack_18_dark_black.htm?type=category,seturi,
594122,Mapex,"Comet Pro Pack 20"" Dark Black",5,3,3499.00,Available,https://www.thomann.de/ro/mapex_comet_pro_pack_20_dark_black.htm?type=category,seturi,
381553,"Pearl, Studio",Pearl Decade Maple Studio S. Black,5,4,7699.00,Available,https://www.thomann.de/ro/pearl_decade_maple_studio_s._black.htm?type=category,seturi,
42217365997,"Studio, Yamaha",Yamaha Stage Custom Studio Set NW,5,1,6190.00,Available,https://www.thomann.de/ro/yamaha_stage_custom_studio_set_nw.htm?type=category,seturi,
431574,Sonor,AQ1 Stage Set Piano White,4.8,4,6890.00,Available,https://www.thomann.de/ro/sonor_aq1_stage_set_piano_white.htm?type=category,seturi,
578810,Ludwig,Accent Fuse 5pc Black,4,2,2499.00,Unavailable,https://www.thomann.de/ro/ludwig_accent_fuse_5pc_black.htm?type=category,seturi,
614526,Pearl,"Export 22"" Rock M.Amethyst",5,1,5599.00,Unavailable,https://www.thomann.de/ro/pearl_export_22_rock_m.amethyst.htm?type=category,seturi,
511808,Pearl,Decade Maple 6pc Ultramarine,5,2,9199.00,Unavailable,https://www.thomann.de/ro/pearl_decade_maple_6pc_ultramarine.htm?type=category,seturi,
564983,"Studio, Yamaha",Yamaha Stage Custom Studio Set DUS,5,1,6190.00,Available,https://www.thomann.de/ro/yamaha_stage_custom_studio_set_dus.htm?type=category,seturi,
365981,Yamaha,Stage Custom Standard Set -HA,5,9,6190.00,Unavailable,https://www.thomann.de/ro/yamaha_stage_custom_standard_set_ha.htm?type=category,seturi,
422523,Pearl,Decade Maple 6pc Satin Brown,4.7,3,9199.00,Unavailable,https://www.thomann.de/ro/pearl_decade_maple_limited_s._brown.htm?type=category,seturi,
542898,Pearl,"Roadshow 22"" Plus Royal Blue",5,1,4111.00,Available,https://www.thomann.de/ro/pearl_roadshow_22_plus_royal_blue.htm?type=category,seturi,
431539,Pearl,Decade Maple 6pc Satin Black,4.9,9,9199.00,Available,https://www.thomann.de/ro/pearl_decade_maple_6pc_satin_black.htm?type=category,seturi,
452095,Millenium,MX422 Standard Set RL,4.3,40,2269.00,Available,https://www.thomann.de/ro/millenium_mx422_standard_set_rl.htm?type=category,seturi,
511809,Pearl,Decade Maple Stand. Ul.marine,4,3,7399.00,Unavailable,https://www.thomann.de/ro/pearl_decade_maple_stand_ul.marine.htm?type=category,seturi,
43678473083,Millenium,Hybrid Practice Drum Set BL,,0,2999.00,Unavailable,https://www.thomann.de/ro/millenium_hybrid_practice_drum_set_bl.htm?type=category,seturi,
562056,"DrumCraft, Studio",DrumCraft Series 3 Studio Set TQS,5,4,2699.00,Available,https://www.thomann.de/ro/drumcraft_series_3_studio_set_tqs.htm?type=category,seturi,
548864,Kolberg,815A Filigrana 3,,0,429.00,Available,https://www.thomann.de/ro/kolberg_815a_filigrana_3.htm?type=category,maciuci,
548862,Kolberg,815AK Filigrana 1,,0,373.00,Available,https://www.thomann.de/ro/kolberg_815ak_filigrana_1.htm?type=category,maciuci,
548867,Kolberg,815B Filigrana 3,,0,444.00,Available,https://www.thomann.de/ro/kolberg_815b_filigrana_3.htm?type=category,maciuci,
548865,Kolberg,815BK Filigrana 1,,0,373.00,Available,https://www.thomann.de/ro/kolberg_815bk_filigrana_1.htm?type=category,maciuci,
548861,Kolberg,L803 Multipercussion Mallets,,0,281.00,Available,https://www.thomann.de/ro/kolberg_l803.htm?type=category,maciuci,
548866,Kolberg,815BM Filigrana 2,,0,408.00,On Demand,https://www.thomann.de/ro/kolberg_815bm_filigrana_2.htm?type=category,maciuci,
615833,Kaufmann,Hb M1 Mallet for Wood Block,,0,399.00,Available,https://www.thomann.de/ro/kaufmann_hb_m1_mallet_for_wood_block.htm?type=category,maciuci,
603831,Thomann,Da Tang Gu Drumsticks,,0,98.00,Available,https://www.thomann.de/ro/thomann_da_tang_gu_drumsticks.htm?type=category,maciuci,
615834,Kaufmann,Hb M2 Mallet for Wood Block,,0,399.00,Available,https://www.thomann.de/ro/kaufmann_hb_m2_mallet_for_wood_block.htm?type=category,maciuci,
43678469599,Thomann,OR2 orchester rod,,0,158.00,Available,https://www.thomann.de/ro/thomann_or2_orchester_rod.htm?type=category,maciuci,
613930,Innovative Percussion,Steel Drum Mallets SA-5,,0,178.00,Available,https://www.thomann.de/ro/innovative_percussion_steel_drum_mallets_sa_5.htm?type=category,maciuci,
613931,Innovative Percussion,Steel Drum Mallets SA-6,,0,178.00,Available,https://www.thomann.de/ro/innovative_percussion_steel_drum_mallets_sa_6.htm?type=category,maciuci,
603834,Thomann,Pai Gu Drumsticks,,0,77.00,Available,https://www.thomann.de/ro/thomann_pai_gu_drumsticks.htm?type=category,maciuci,
469601,Thomann,OR4 orchester rod,,0,153.00,Available,https://www.thomann.de/ro/thomann_or4_orchester_rod.htm?type=category,maciuci,
163716,Lefima,450 TimpTom Mallet,5,3,249.00,Available,https://www.thomann.de/ro/lefima_450_schlaegel_landsknechtstrommel.htm?type=category,maciuci,
43678469598,Thomann,OR1 orchester rod,,0,143.00,Available,https://www.thomann.de/ro/thomann_or1_orchester_rod.htm?type=category,maciuci,
613929,Innovative Percussion,Steel Drum Mallets SA-4,,0,168.00,Available,https://www.thomann.de/ro/innovative_percussion_steel_drum_mallets_sa_4.htm?type=category,maciuci,
43678469600,Thomann,OR3 orchester rod,,0,148.00,Available,https://www.thomann.de/ro/thomann_or3_orchester_rod.htm?type=category,maciuci,
41852326673,Ron Vaughn,LBM-3R High Density WB Mallet,5,1,433.00,Available,https://www.thomann.de/ro/ron_vaughn_lbm_3r_high_density_wb_mallet.htm?type=category,maciuci,
488506,Terre,Mallet for Motherdrum,5,2,214.00,Available,https://www.thomann.de/ro/terre_mallet_for_motherdrum_488506.htm?type=category,maciuci,
355837,Innovative Percussion,Steel Drum Mallets SA-2,3.5,4,148.00,Available,https://www.thomann.de/ro/innovative_percussion_steel_drum_mallets_sa_2.htm?type=category,maciuci,
355836,Innovative Percussion,Steel Drum Mallets SA-1,5,5,148.00,Available,https://www.thomann.de/ro/innovative_percussion_steel_drum_mallets_sa_1.htm?type=category,maciuci,
42583397137,Asian Sound,HAPI Drum Mallet,4.6,9,81.00,Available,https://www.thomann.de/ro/asian_sound_hapi_mallet.htm?type=category,maciuci,
303728,Thomann,AM1 Alu Mallet,4.6,5,88.00,Available,https://www.thomann.de/ro/thomann_am1_alu_mallet.htm?type=category,maciuci,
463862,Thomann,RS1 Rub Rod,4.7,3,148.00,Available,https://www.thomann.de/ro/thomann_rs1_rub_rod.htm?type=category,maciuci,
458849,Grover Pro Percussion,PMA-H1 Anvil Hammer,,0,199.00,Unavailable,https://www.thomann.de/ro/grover_pro_percussion_pma_h1_anvil_hammer.htm?type=category,maciuci,
303727,Thomann,BM2 Brass Mallet,4.5,8,98.00,Available,https://www.thomann.de/ro/thomann_bm2_brass_mallet.htm?type=category,maciuci,
243873,Thomann,"KF1 Key Fob ""Drum Sticks""",4.6,340,15300.00,Available,https://www.thomann.de/ro/thomann_schluesselanhaenger_drum_sticks.htm?type=category,maciuci,
458117,RAV,Vast Mallets,4.8,30,659.00,Available,https://www.thomann.de/ro/rav_vast_mallets.htm?type=category,maciuci,
40391252877,Paiste,M3 Gong Beater,4.7,21,689.00,Available,https://www.thomann.de/ro/paiste_m3_gong_beater.htm?type=category,maciuci,
274465,Mike Balter,ERSR Super Rub Mallet Set,4,159,148.00,Available,https://www.thomann.de/ro/mike_balter_ersr_super_rub_mallet_set.htm?type=category,maciuci,
173142,Sabian,"08"" Paragon Splash",4.4,8,990.00,Unavailable,https://www.thomann.de/ro/sabian_08_paragon_splash.htm?type=category,splash,8
611369,Masterwork,"8"" Troy Traditional Splash",,0,299.00,Available,https://www.thomann.de/ro/masterwork_8_troy_traditional_splash.htm?type=category,splash,8
557714,Meinl,"08"" Pure Alloy Custom Splash",5,1,645.00,Available,https://www.thomann.de/ro/meinl_08_pure_alloy_custom_splash.htm?type=category,splash,8
221533,Meinl,"08"" Byzance Splash Brilliant",4.9,7,798.00,Unavailable,https://www.thomann.de/ro/meinl_08_byzance_splash_brilliant.htm?type=category,splash,8
221810,Meinl,"08"" Byzance Dark Splash",4.5,15,798.00,Available,https://www.thomann.de/ro/meinl_08_byzance_dark_splash.htm?type=category,splash,8
581439,Meinl,"08"" Pure Alloy Splash",5,3,575.00,Unavailable,https://www.thomann.de/ro/meinl_08_pure_alloy_splash.htm?type=category,splash,8
44774549331,Paiste,"08"" Masters Dark Splash",,0,945.00,Available,https://www.thomann.de/ro/paiste_08_masters_dark_splash.htm?type=category,splash,8
261659,Meinl,"08"" Classics Custom Splash",4.5,19,359.00,Unavailable,https://www.thomann.de/ro/meinl_08_classics_custom_splash.htm?type=category,splash,8
201857,Ufip,"08"" FX Traditional Spl. Medium",4.9,13,588.00,Unavailable,https://www.thomann.de/ro/ufip_08_fx_traditional_spl_medium.htm?type=category,splash,8
45870602701,Zultan,"8"" Aja Blaze Splash",,0,122.00,Unavailable,https://www.thomann.de/ro/zultan_8_aja_blaze_splash.htm?type=category,splash,8
284471,Ufip,"08"" FX Traditional Spl. Light",4.8,6,599.00,Available,https://www.thomann.de/ro/ufip_08_fx_traditional_spl_light.htm?type=category,splash,8
363249,Sabian,"8"" B8X Splash",4.3,15,485.00,Available,https://www.thomann.de/ro/sabian_8_b8x_splash.htm?type=category,splash,8
311532,Istanbul Mehmet,"08"" Splash Turk Series",4.4,7,585.00,Available,https://www.thomann.de/ro/istanbul_mehmet_08_splash_turk_series.htm?type=category,splash,8
311520,Istanbul Mehmet,"08"" Splash Traditional Series",4.7,11,585.00,Unavailable,https://www.thomann.de/ro/istanbul_mehmet_08_splash_traditional_series.htm?type=category,splash,8
111574,Masterwork,"08"" Custom Splash",4.5,4,399.00,Available,https://www.thomann.de/ro/masterwork_08_custom_splash.htm?type=category,splash,8
380610,Zildjian,"08"" S Series Paper Thin Splash",4,5,485.00,Available,https://www.thomann.de/ro/zildjian_08_s_series_paper_thin_splash.htm?type=category,splash,8
326498,Zultan,"08"" Splash Dark Matter",4.4,14,455.00,Available,https://www.thomann.de/ro/zultan_08_splash_dark_matter.htm?type=category,splash,8
281063,Zultan,"08"" Splash CS Series",3.8,6,393.00,Available,https://www.thomann.de/ro/zultan_08_splash_cs_series.htm?type=category,splash,8
312882,Paiste,"08"" 602 Mod. Essential Splash",4.9,8,1111.00,Available,https://www.thomann.de/ro/paiste_08_602_mod_essential_splash.htm?type=category,splash,8
455916,Meinl,"08"" Classics Cust. Dark Splash",4.8,41,339.00,Available,https://www.thomann.de/ro/meinl_08_classics_cust._dark_splash.htm?type=category,splash,8
223866,Meinl,"08"" HCS Splash",4.1,246,139.00,Available,https://www.thomann.de/ro/meinl_08_hcs_splash.htm?type=category,splash,8
151054,Meinl,"08"" Byzance Splash",4.9,35,798.00,Available,https://www.thomann.de/ro/meinl_b8s_byzance_splashbecken.htm?type=category,splash,8
382867,Istanbul Agop,"08"" Xist Splash Brilliant",4.8,8,555.00,Available,https://www.thomann.de/ro/istanbul_agop_08_xist_splash_brilliant.htm?type=category,splash,8
100869,Paiste,"2002 Classic 08"" Splash",4.9,31,759.00,Available,https://www.thomann.de/ro/paiste_2002_8_splash.htm?type=category,splash,8
335966,Paiste,"PST5 08"" Splash '14",4.5,63,214.00,Available,https://www.thomann.de/ro/paiste_pst5_08_splash_14.htm?type=category,splash,8
39661215648,Paiste,"08"" Signature Dark Energy MK1",4.8,10,1111.00,Available,https://www.thomann.de/ro/paiste_08_line_dark_energy_splash_i.htm?type=category,splash,8
269726,Zultan,"08"" Rock Beat Splash",4.8,30,333.00,Available,https://www.thomann.de/ro/zultan_08_rock_beat_splash.htm?type=category,splash,8
100875,Paiste,"08"" Signature Splash",4.7,10,1066.00,Available,https://www.thomann.de/ro/paiste_line8_splash.htm?type=category,splash,8
147387,Zildjian,"08"" A-Series Splash",5,20,666.00,Available,https://www.thomann.de/ro/zildjian_avedis_regular_8_splash.htm?type=category,splash,8
158788,Zildjian,"08"" K-Custom Dark Splash",4.7,23,888.00,Available,https://www.thomann.de/ro/zildjian_kcustom_regular_8_darksplash.htm?type=category,splash,8
158826,Zildjian,"08"" K-Series Splash",5,16,835.00,Available,https://www.thomann.de/ro/zildjian_kregular_8_splash.htm?type=category,splash,8
100890,Sabian,"08"" AAX Splash",4.9,52,935.00,Available,https://www.thomann.de/ro/sabian_aax8_splashbecken.htm?type=category,splash,8
127275,Zildjian,"08"" A-Custom Splash",4.9,56,788.00,Available,https://www.thomann.de/ro/zildjian_ac8.htm?type=category,splash,8
382927,Istanbul Agop,"08"" Xist ION Splash Brilliant",4.7,38,555.00,Available,https://www.thomann.de/ro/istanbul_agop_08_xist_ion_splash_brilliant.htm?type=category,splash,8
277710,Zultan,"08"" Aja Splash",4.5,466,99.00,Available,https://www.thomann.de/ro/zultan_08_aja_splash.htm?type=category,splash,8
422429,Zultan,"09"" Heritage Splash",5,1,599.00,Available,https://www.thomann.de/ro/zultan_09_heritage_splash.htm?type=category,splash,9
268220,Zultan,"09"" Rock Beat Splash",4.7,33,352.00,Available,https://www.thomann.de/ro/zultan_09_rock_beat_splash.htm?type=category,splash,9
122605,Zildjian,"09"" Oriental Trash Splash",4.7,29,788.00,Available,https://www.thomann.de/ro/zildjian_oriental9_trashsplash.htm?type=category,splash,9
198752,Zildjian,"09"" K-Custom Hybrid Splash",5,23,935.00,Available,https://www.thomann.de/ro/zildjian_09_kcustom_hybrid_splash.htm?type=category,splash,9
581837,Meinl,"22"" Byzance Foundry Reserve CH",,0,3490.00,Unavailable,https://www.thomann.de/ro/meinl_22_byzance_foundry_reserve_ch.htm?type=category,cinele,22
238801,Thomann,China Cymbal 60,4.6,23,811.00,Available,https://www.thomann.de/ro/thomann_china_becken_60.htm?type=category,cinele,22
238802,Thomann,China Cymbal 55,4.6,35,659.00,Available,https://www.thomann.de/ro/thomann_china_becken_55.htm?type=category,cinele,22
263331,Sabian,"21"" AA Holy China",4.8,17,2369.00,Available,https://www.thomann.de/ro/sabian_21_vault_chad_smith_holy_chin.htm?type=category,cinele,22
407578,Paiste,"10"" 900 Color Sound Splash PRP",4.7,6,398.00,Available,https://www.thomann.de/ro/paiste_10_900_color_sound_splash_prp.htm?type=category,splash,10
552894,Millenium,"10"" Still Series Splash Red",5,1,127.00,Available,https://www.thomann.de/ro/millenium_10_still_series_splash_red.htm?type=category,splash,10
